id_ticket,fecha_creacion,fecha_cierre,id_usuario,id_analista,categoria,prioridad,estado,sla_horas,tiempo_resolucion,sede,canal
18934,2024-06-10,2024-06-10 02:00:00,404,12,Base de Datos,Alta,Cerrado,24,2,Bogotá,Chat
18935,2026-03-29,2026-03-30 00:00:00,47,15,SAP,Media,Cerrado,12,24,Barranquilla,Chat
18936,2025-12-20,2025-12-20 11:00:00,481,12,SAP,Alta,Cerrado,12,11,Bucaramanga,Teléfono
18937,2025-02-01,2025-02-01 19:00:00,312,6,Impresoras,Media,Resuelto,24,19,Pereira,Chat
18938,2025-02-07,2025-02-09 02:00:00,12,6,SAP,Media,Abierto,24,50,Medellín,Chat
18939,2024-07-07,2024-07-08 03:00:00,228,9,Base de Datos,Alta,En Proceso,8,27,Cali,Portal
18940,2025-10-05,2025-10-07 03:00:00,110,15,Base de Datos,Baja,En Proceso,12,51,Barranquilla,Correo
18941,2024-08-15,2024-08-15 18:00:00,96,9,Office 365,Crítica,Resuelto,4,18,Medellín,Portal
18942,2025-02-26,2025-02-28 16:00:00,185,3,Impresoras,Alta,Resuelto,24,64,Bogotá,Correo
18943,2026-05-04,2026-05-04 08:00:00,299,15,Telefonía,Media,En Proceso,12,8,Medellín,Teléfono
18944,2026-01-07,2026-01-07 14:00:00,160,9,Correo,Alta,Abierto,4,14,Bucaramanga,Portal
18945,2025-10-19,2025-10-20 20:00:00,148,16,Red,Media,Cerrado,8,44,Bogotá,Chat
18946,2025-03-29,2025-03-31 20:00:00,251,19,Accesos,Alta,Cerrado,24,68,Barranquilla,Teléfono
18947,2025-10-28,2025-10-29 07:00:00,65,20,Software,Alta,Resuelto,12,31,Cali,Chat
18948,2025-09-23,2025-09-24 04:00:00,155,16,Equipos,Baja,Resuelto,8,28,Bucaramanga,Teléfono
18949,2025-10-22,2025-10-25 00:00:00,337,3,Office 365,Media,Cerrado,4,72,Cali,Portal
18950,2026-05-18,2026-05-18 16:00:00,229,20,Telefonía,Media,Abierto,48,16,Cali,Chat
18951,2026-03-27,2026-03-28 13:00:00,250,12,Hardware,Baja,En Proceso,4,37,Medellín,Chat
18952,2025-03-22,2025-03-23 04:00:00,337,16,Telefonía,Crítica,Abierto,24,28,Bogotá,Portal
18953,2026-05-05,2026-05-05 18:00:00,62,3,Impresoras,Alta,Resuelto,24,18,Medellín,Teléfono
18954,2025-10-10,2025-10-11 13:00:00,357,9,Software,Crítica,En Proceso,48,37,Bogotá,Teams
18955,2025-11-02,2025-11-03 14:00:00,82,16,VPN,Media,Abierto,48,38,Cali,Chat
18956,2025-07-23,2025-07-23 15:00:00,356,9,Red,Alta,Cerrado,12,15,Bogotá,Teléfono
18957,2025-10-30,2025-10-30 10:00:00,456,4,Correo,Crítica,En Proceso,12,10,Barranquilla,Teléfono
18958,2025-09-08,2025-09-08 20:00:00,148,15,Impresoras,Crítica,Cerrado,48,20,Pereira,Portal
18959,2025-09-18,2025-09-18 12:00:00,174,14,Correo,Crítica,Abierto,12,12,Barranquilla,Teams
18960,2026-03-27,2026-03-29 16:00:00,293,17,SAP,Baja,Abierto,4,64,Bucaramanga,Correo
18961,2025-05-05,2025-05-05 03:00:00,250,6,VPN,Media,En Proceso,4,3,Medellín,Correo
18962,2025-01-16,2025-01-17 15:00:00,99,16,Software,Baja,Abierto,24,39,Bucaramanga,Chat
18963,2025-08-26,2025-08-28 05:00:00,160,9,Telefonía,Media,Resuelto,12,53,Cali,Correo
18964,2024-09-24,2024-09-26 19:00:00,463,2,Hardware,Baja,Resuelto,8,67,Pereira,Portal
18965,2024-06-27,2024-06-27 10:00:00,65,5,Impresoras,Baja,En Proceso,12,10,Medellín,Correo
18966,2026-05-13,2026-05-13 04:00:00,32,15,Impresoras,Alta,Cerrado,4,4,Bucaramanga,Chat
18967,2024-06-18,2024-06-19 13:00:00,74,19,Software,Crítica,Resuelto,12,37,Cali,Chat
18968,2025-03-26,2025-03-28 10:00:00,273,14,VPN,Baja,Resuelto,4,58,Medellín,Portal
18969,2024-07-12,2024-07-14 21:00:00,35,8,Impresoras,Media,Cerrado,4,69,Bogotá,Correo
18970,2026-01-09,2026-01-10 16:00:00,416,5,Office 365,Alta,En Proceso,4,40,Pereira,Teams
18971,2024-11-19,2024-11-20 12:00:00,473,19,Impresoras,Alta,En Proceso,24,36,Cali,Portal
18972,2026-02-13,2026-02-14 14:00:00,213,8,Equipos,Alta,En Proceso,48,38,Pereira,Teléfono
18973,2025-12-30,2025-12-31 19:00:00,22,2,Software,Crítica,En Proceso,24,43,Pereira,Teams
18974,2024-10-16,2024-10-18 00:00:00,130,8,Equipos,Crítica,En Proceso,8,48,Pereira,Portal
18975,2024-11-27,2024-11-27 10:00:00,498,14,Office 365,Baja,En Proceso,4,10,Cali,Correo
18976,2025-03-23,2025-03-25 04:00:00,306,9,Correo,Alta,Cerrado,24,52,Medellín,Teléfono
18977,2024-09-03,2024-09-03 21:00:00,206,20,Correo,Baja,Abierto,8,21,Pereira,Teléfono
18978,2025-02-06,2025-02-08 04:00:00,439,19,Hardware,Crítica,Resuelto,12,52,Cali,Portal
18979,2025-03-29,2025-03-30 03:00:00,302,5,Software,Media,Abierto,8,27,Bogotá,Teams
18980,2024-10-16,2024-10-16 20:00:00,460,4,Red,Alta,En Proceso,24,20,Barranquilla,Portal
18981,2026-04-30,2026-05-01 21:00:00,263,10,VPN,Crítica,En Proceso,24,45,Bogotá,Teléfono
18982,2026-02-18,2026-02-19 10:00:00,239,8,Hardware,Media,En Proceso,8,34,Barranquilla,Portal
18983,2025-10-25,2025-10-26 11:00:00,50,14,Red,Alta,Abierto,12,35,Bucaramanga,Chat
18984,2025-08-21,2025-08-21 02:00:00,299,3,Telefonía,Media,Resuelto,24,2,Bogotá,Portal
18985,2026-02-13,2026-02-14 18:00:00,322,14,Red,Alta,Abierto,48,42,Medellín,Portal
18986,2026-01-24,2026-01-26 08:00:00,29,3,Office 365,Baja,En Proceso,24,56,Bogotá,Portal
18987,2026-03-13,2026-03-14 13:00:00,15,5,VPN,Media,Abierto,8,37,Medellín,Teléfono
18988,2024-07-30,2024-07-31 15:00:00,344,16,Hardware,Baja,Abierto,8,39,Bucaramanga,Portal
18989,2025-10-09,2025-10-10 19:00:00,37,4,Office 365,Alta,En Proceso,24,43,Medellín,Teams
18990,2026-02-27,2026-02-28 02:00:00,365,2,Correo,Media,Abierto,4,26,Bucaramanga,Portal
18991,2025-09-27,2025-09-29 07:00:00,407,18,Telefonía,Crítica,En Proceso,24,55,Barranquilla,Portal
18992,2026-03-24,2026-03-24 17:00:00,169,15,Red,Baja,En Proceso,8,17,Cali,Portal
18993,2025-01-31,2025-02-01 23:00:00,267,18,Accesos,Crítica,Resuelto,24,47,Barranquilla,Teléfono
18994,2025-02-22,2025-02-22 11:00:00,267,20,Correo,Media,En Proceso,8,11,Bucaramanga,Chat
18995,2026-03-01,2026-03-03 14:00:00,392,12,Impresoras,Alta,Cerrado,8,62,Medellín,Portal
18996,2024-06-23,2024-06-24 12:00:00,497,20,Red,Crítica,Resuelto,8,36,Medellín,Correo
18997,2026-05-17,2026-05-19 20:00:00,254,14,Telefonía,Alta,Abierto,12,68,Bogotá,Teams
18998,2024-07-08,2024-07-09 04:00:00,297,10,Equipos,Media,Cerrado,8,28,Bogotá,Teléfono
18999,2025-09-04,2025-09-05 14:00:00,259,10,Telefonía,Baja,En Proceso,48,38,Bogotá,Teams
19000,2025-12-12,2025-12-12 03:00:00,442,5,Equipos,Media,Abierto,4,3,Barranquilla,Correo
19001,2025-08-02,2025-08-02 16:00:00,313,10,Red,Media,Abierto,4,16,Bogotá,Teléfono
19002,2024-12-10,2024-12-11 02:00:00,336,4,Equipos,Media,Cerrado,12,26,Cali,Portal
19003,2025-05-21,2025-05-23 06:00:00,430,1,Hardware,Crítica,Abierto,8,54,Cali,Correo
19004,2024-08-27,2024-08-29 17:00:00,263,9,Telefonía,Alta,Resuelto,4,65,Cali,Portal
19005,2024-09-19,2024-09-21 13:00:00,442,9,Office 365,Media,Cerrado,4,61,Bogotá,Correo
19006,2025-09-22,2025-09-22 05:00:00,260,12,Telefonía,Alta,En Proceso,24,5,Pereira,Correo
19007,2025-02-17,2025-02-19 01:00:00,322,11,Red,Alta,Resuelto,48,49,Barranquilla,Teléfono
19008,2026-05-13,2026-05-14 20:00:00,490,18,Accesos,Baja,Abierto,24,44,Pereira,Chat
19009,2026-02-10,2026-02-10 17:00:00,9,6,Office 365,Baja,En Proceso,48,17,Barranquilla,Correo
19010,2025-10-09,2025-10-09 15:00:00,199,5,Red,Crítica,Cerrado,24,15,Medellín,Teams
19011,2025-12-29,2025-12-30 10:00:00,95,12,Office 365,Crítica,En Proceso,24,34,Bogotá,Portal
19012,2026-04-02,2026-04-04 02:00:00,82,17,Office 365,Media,En Proceso,24,50,Cali,Teams
19013,2025-03-16,2025-03-16 08:00:00,184,7,Base de Datos,Alta,En Proceso,12,8,Cali,Teléfono
19014,2026-03-29,2026-03-31 20:00:00,438,15,Red,Media,En Proceso,8,68,Barranquilla,Teléfono
19015,2026-01-02,2026-01-03 10:00:00,137,16,SAP,Crítica,En Proceso,12,34,Medellín,Teams
19016,2024-08-18,2024-08-19 09:00:00,222,10,VPN,Crítica,Abierto,8,33,Bogotá,Portal
19017,2026-01-28,2026-01-29 20:00:00,208,9,Base de Datos,Baja,Resuelto,4,44,Pereira,Teams
19018,2026-01-18,2026-01-18 14:00:00,333,5,Equipos,Alta,Cerrado,8,14,Pereira,Teams
19019,2024-08-07,2024-08-07 04:00:00,116,14,Accesos,Baja,En Proceso,8,4,Bogotá,Chat
19020,2025-07-12,2025-07-14 21:00:00,314,9,Impresoras,Media,Resuelto,24,69,Pereira,Teléfono
19021,2025-12-28,2025-12-28 01:00:00,223,16,SAP,Alta,En Proceso,8,1,Medellín,Portal
19022,2025-10-24,2025-10-25 17:00:00,217,7,Telefonía,Crítica,Resuelto,12,41,Pereira,Portal
19023,2024-12-24,2024-12-25 04:00:00,423,11,Office 365,Media,En Proceso,4,28,Cali,Teams
19024,2026-02-06,2026-02-06 19:00:00,471,18,Impresoras,Alta,Abierto,24,19,Cali,Portal
19025,2026-01-16,2026-01-17 01:00:00,341,19,Accesos,Baja,Resuelto,12,25,Medellín,Teams
19026,2025-10-10,2025-10-12 06:00:00,398,15,VPN,Baja,En Proceso,8,54,Medellín,Teléfono
19027,2025-05-31,2025-05-31 03:00:00,87,8,Telefonía,Crítica,En Proceso,48,3,Medellín,Teams
19028,2026-04-08,2026-04-10 00:00:00,141,5,Red,Baja,Abierto,24,48,Cali,Portal
19029,2025-07-24,2025-07-25 17:00:00,468,4,Correo,Alta,En Proceso,4,41,Medellín,Portal
19030,2026-01-26,2026-01-26 10:00:00,196,14,SAP,Baja,En Proceso,48,10,Barranquilla,Portal
19031,2024-11-29,2024-11-29 06:00:00,445,4,Correo,Media,En Proceso,4,6,Bogotá,Correo
19032,2026-03-18,2026-03-18 14:00:00,498,4,Hardware,Crítica,En Proceso,8,14,Bogotá,Portal
19033,2025-01-29,2025-01-29 14:00:00,72,16,Red,Media,Abierto,8,14,Medellín,Correo
19034,2024-10-25,2024-10-27 21:00:00,342,6,Accesos,Baja,Abierto,8,69,Bogotá,Teams
19035,2025-09-04,2025-09-05 12:00:00,183,5,Base de Datos,Media,En Proceso,12,36,Medellín,Teléfono
19036,2024-10-21,2024-10-21 12:00:00,332,9,Software,Crítica,Abierto,8,12,Pereira,Chat
19037,2025-08-03,2025-08-05 14:00:00,380,14,Correo,Baja,Cerrado,4,62,Bucaramanga,Chat
19038,2025-02-10,2025-02-12 16:00:00,62,17,Hardware,Baja,En Proceso,4,64,Bucaramanga,Portal
19039,2024-06-23,2024-06-23 19:00:00,175,5,Impresoras,Media,Cerrado,4,19,Bucaramanga,Chat
19040,2024-07-09,2024-07-11 06:00:00,381,12,Office 365,Baja,Cerrado,48,54,Bucaramanga,Portal
19041,2025-09-04,2025-09-05 06:00:00,44,6,Hardware,Alta,Cerrado,24,30,Pereira,Teléfono
19042,2025-08-27,2025-08-27 02:00:00,53,13,Accesos,Alta,Cerrado,4,2,Bucaramanga,Teams
19043,2025-08-18,2025-08-20 09:00:00,17,15,Correo,Crítica,Abierto,12,57,Cali,Correo
19044,2025-08-03,2025-08-03 13:00:00,92,7,Office 365,Alta,Resuelto,12,13,Cali,Portal
19045,2025-12-08,2025-12-09 22:00:00,140,5,Software,Alta,En Proceso,24,46,Cali,Teams
19046,2026-05-07,2026-05-08 14:00:00,196,3,Equipos,Crítica,Resuelto,24,38,Pereira,Correo
19047,2026-03-12,2026-03-12 11:00:00,461,19,Office 365,Alta,En Proceso,8,11,Medellín,Teléfono
19048,2024-08-16,2024-08-17 16:00:00,25,13,Software,Baja,Abierto,4,40,Barranquilla,Teams
19049,2025-12-13,2025-12-13 22:00:00,412,11,Equipos,Alta,Resuelto,24,22,Bucaramanga,Portal
19050,2025-01-26,2025-01-26 19:00:00,396,1,Base de Datos,Media,En Proceso,4,19,Pereira,Teléfono
19051,2025-05-13,2025-05-14 02:00:00,247,1,Impresoras,Alta,Cerrado,12,26,Pereira,Teléfono
19052,2025-12-14,2025-12-14 15:00:00,225,19,Hardware,Baja,Resuelto,8,15,Pereira,Teléfono
19053,2026-02-25,2026-02-25 05:00:00,79,7,Red,Crítica,Cerrado,48,5,Bucaramanga,Teams
19054,2026-01-08,2026-01-08 19:00:00,112,8,Base de Datos,Media,Resuelto,12,19,Pereira,Teams
19055,2026-01-09,2026-01-12 00:00:00,42,4,Red,Crítica,Cerrado,24,72,Bucaramanga,Teléfono
19056,2025-04-10,2025-04-10 09:00:00,113,6,VPN,Media,Abierto,24,9,Bucaramanga,Teams
19057,2025-03-07,2025-03-08 20:00:00,29,1,Hardware,Baja,Resuelto,12,44,Medellín,Teams
19058,2026-02-12,2026-02-12 15:00:00,167,2,VPN,Crítica,Cerrado,24,15,Barranquilla,Teléfono
19059,2025-05-20,2025-05-20 08:00:00,42,9,Accesos,Crítica,Abierto,12,8,Bogotá,Teléfono
19060,2024-09-06,2024-09-07 14:00:00,314,17,Correo,Media,Resuelto,24,38,Bucaramanga,Portal
19061,2025-07-13,2025-07-15 19:00:00,484,9,Telefonía,Crítica,Abierto,24,67,Bucaramanga,Correo
19062,2024-07-25,2024-07-27 10:00:00,314,5,Telefonía,Crítica,Cerrado,24,58,Bucaramanga,Teléfono
19063,2024-07-06,2024-07-06 06:00:00,327,11,Hardware,Alta,Resuelto,12,6,Pereira,Chat
19064,2025-06-20,2025-06-21 13:00:00,64,10,Red,Media,Abierto,4,37,Pereira,Teléfono
19065,2025-08-29,2025-08-29 13:00:00,277,9,Correo,Crítica,En Proceso,48,13,Medellín,Teléfono
19066,2025-12-16,2025-12-16 17:00:00,439,14,Impresoras,Crítica,En Proceso,12,17,Medellín,Correo
19067,2025-04-18,2025-04-20 10:00:00,250,1,Accesos,Crítica,En Proceso,12,58,Cali,Portal
19068,2025-11-07,2025-11-07 04:00:00,445,19,Base de Datos,Baja,En Proceso,48,4,Cali,Portal
19069,2024-06-24,2024-06-26 19:00:00,134,7,SAP,Baja,Abierto,4,67,Bucaramanga,Teams
19070,2025-06-25,2025-06-27 06:00:00,291,5,Base de Datos,Baja,Resuelto,24,54,Barranquilla,Teams
19071,2024-08-27,2024-08-29 10:00:00,242,7,Office 365,Media,Abierto,8,58,Bogotá,Teléfono
19072,2024-12-19,2024-12-19 09:00:00,473,10,Software,Alta,Resuelto,4,9,Barranquilla,Teams
19073,2025-09-27,2025-09-29 12:00:00,33,1,Base de Datos,Baja,Cerrado,4,60,Medellín,Chat
19074,2025-02-04,2025-02-05 14:00:00,389,5,VPN,Alta,En Proceso,4,38,Pereira,Teléfono
19075,2026-06-02,2026-06-04 22:00:00,40,16,SAP,Baja,Cerrado,8,70,Barranquilla,Correo
19076,2025-09-07,2025-09-08 19:00:00,435,8,Red,Baja,Cerrado,48,43,Pereira,Teléfono
19077,2026-04-18,2026-04-18 03:00:00,301,8,VPN,Baja,En Proceso,4,3,Bogotá,Portal
19078,2025-07-26,2025-07-27 01:00:00,208,9,Base de Datos,Media,En Proceso,12,25,Bogotá,Chat
19079,2026-03-15,2026-03-15 23:00:00,411,5,Software,Media,Cerrado,4,23,Medellín,Teléfono
19080,2025-09-25,2025-09-27 12:00:00,193,11,Base de Datos,Media,Cerrado,8,60,Barranquilla,Correo
19081,2024-08-11,2024-08-12 08:00:00,337,7,Software,Media,En Proceso,24,32,Bogotá,Teléfono
19082,2025-03-24,2025-03-25 14:00:00,38,11,SAP,Media,En Proceso,4,38,Pereira,Teléfono
19083,2025-02-26,2025-02-27 07:00:00,211,11,Hardware,Media,Cerrado,8,31,Cali,Teléfono
19084,2025-01-19,2025-01-21 17:00:00,298,12,Equipos,Media,Abierto,4,65,Barranquilla,Chat
19085,2024-10-10,2024-10-11 12:00:00,401,5,Equipos,Alta,En Proceso,4,36,Bogotá,Portal
19086,2024-08-28,2024-08-30 00:00:00,371,8,Red,Baja,Abierto,48,48,Bucaramanga,Teléfono
19087,2024-08-09,2024-08-10 09:00:00,178,9,VPN,Crítica,Cerrado,48,33,Medellín,Teams
19088,2026-02-22,2026-02-22 07:00:00,181,17,SAP,Media,Abierto,24,7,Barranquilla,Portal
19089,2026-02-10,2026-02-12 12:00:00,303,3,Telefonía,Crítica,Abierto,24,60,Bogotá,Teléfono
19090,2026-02-07,2026-02-07 11:00:00,436,15,Telefonía,Media,En Proceso,24,11,Bogotá,Teléfono
19091,2026-03-20,2026-03-20 06:00:00,264,7,SAP,Media,En Proceso,4,6,Barranquilla,Correo
19092,2025-07-11,2025-07-11 06:00:00,86,19,Base de Datos,Crítica,En Proceso,48,6,Medellín,Portal
19093,2024-08-26,2024-08-28 06:00:00,386,8,Telefonía,Alta,Resuelto,4,54,Medellín,Correo
19094,2026-05-01,2026-05-02 21:00:00,321,9,Base de Datos,Alta,En Proceso,24,45,Barranquilla,Teams
19095,2024-11-03,2024-11-05 03:00:00,110,20,Impresoras,Alta,Abierto,48,51,Pereira,Correo
19096,2025-02-20,2025-02-21 11:00:00,112,13,Hardware,Media,Cerrado,8,35,Cali,Chat
19097,2026-05-28,2026-05-30 03:00:00,336,18,Equipos,Baja,En Proceso,24,51,Cali,Chat
19098,2024-07-12,2024-07-14 16:00:00,38,2,Base de Datos,Crítica,Abierto,24,64,Bogotá,Correo
19099,2024-07-15,2024-07-16 11:00:00,156,12,Impresoras,Baja,Abierto,12,35,Bucaramanga,Portal
19100,2026-04-25,2026-04-26 14:00:00,259,8,Office 365,Crítica,Abierto,48,38,Cali,Teléfono
19101,2026-03-23,2026-03-23 23:00:00,49,2,VPN,Baja,En Proceso,4,23,Bucaramanga,Correo
19102,2026-05-20,2026-05-21 14:00:00,365,7,VPN,Media,Cerrado,8,38,Pereira,Chat
19103,2025-02-05,2025-02-05 23:00:00,489,1,SAP,Alta,Cerrado,4,23,Bogotá,Portal
19104,2025-11-09,2025-11-11 18:00:00,354,5,Office 365,Media,En Proceso,48,66,Bucaramanga,Teams
19105,2026-03-04,2026-03-06 10:00:00,293,2,Telefonía,Crítica,Abierto,4,58,Medellín,Correo
19106,2025-04-06,2025-04-07 20:00:00,397,13,Impresoras,Media,Resuelto,24,44,Bogotá,Portal
19107,2025-08-26,2025-08-26 23:00:00,131,6,Software,Alta,Resuelto,24,23,Bogotá,Chat
19108,2025-11-01,2025-11-02 10:00:00,286,5,Accesos,Alta,En Proceso,4,34,Bucaramanga,Correo
19109,2025-04-23,2025-04-25 16:00:00,105,6,Office 365,Crítica,Cerrado,12,64,Bucaramanga,Portal
19110,2025-04-29,2025-04-30 16:00:00,129,18,Software,Alta,Cerrado,4,40,Barranquilla,Teams
19111,2026-03-12,2026-03-13 21:00:00,421,15,Office 365,Media,En Proceso,24,45,Medellín,Correo
19112,2025-06-30,2025-06-30 10:00:00,174,6,Base de Datos,Baja,Cerrado,24,10,Bogotá,Teams
19113,2026-06-01,2026-06-01 12:00:00,342,15,Base de Datos,Media,Cerrado,8,12,Pereira,Teléfono
19114,2026-01-08,2026-01-10 04:00:00,335,20,Software,Media,Abierto,4,52,Bogotá,Correo
19115,2026-02-08,2026-02-10 17:00:00,111,11,Base de Datos,Crítica,Abierto,8,65,Bogotá,Teléfono
19116,2026-05-10,2026-05-12 01:00:00,324,9,Red,Crítica,Cerrado,12,49,Bucaramanga,Chat
19117,2024-09-26,2024-09-27 05:00:00,296,6,Software,Crítica,En Proceso,24,29,Pereira,Teléfono
19118,2024-10-14,2024-10-14 04:00:00,451,10,Office 365,Media,En Proceso,48,4,Cali,Portal
19119,2024-12-27,2024-12-28 23:00:00,275,15,SAP,Media,En Proceso,4,47,Bogotá,Chat
19120,2024-08-03,2024-08-03 22:00:00,307,3,Accesos,Crítica,En Proceso,12,22,Bogotá,Portal
19121,2025-09-21,2025-09-23 19:00:00,20,5,Accesos,Crítica,Abierto,24,67,Bogotá,Teams
19122,2025-01-01,2025-01-02 04:00:00,313,18,Red,Media,Cerrado,24,28,Medellín,Correo
19123,2025-05-04,2025-05-05 22:00:00,245,11,Telefonía,Crítica,Resuelto,4,46,Pereira,Chat
19124,2025-05-19,2025-05-21 12:00:00,226,1,Hardware,Media,Abierto,12,60,Bogotá,Portal
19125,2026-03-18,2026-03-18 05:00:00,12,11,Hardware,Baja,En Proceso,8,5,Medellín,Chat
19126,2026-04-05,2026-04-06 11:00:00,255,1,SAP,Crítica,En Proceso,12,35,Medellín,Correo
19127,2024-12-27,2024-12-29 04:00:00,115,3,Software,Crítica,Abierto,4,52,Barranquilla,Chat
19128,2025-03-28,2025-03-28 16:00:00,1,3,Accesos,Crítica,Abierto,12,16,Medellín,Portal
19129,2024-09-20,2024-09-22 04:00:00,208,7,Base de Datos,Alta,Cerrado,4,52,Pereira,Teams
19130,2025-10-14,2025-10-14 09:00:00,272,17,Impresoras,Crítica,Cerrado,8,9,Bogotá,Teams
19131,2026-04-26,2026-04-26 01:00:00,67,14,Telefonía,Baja,Cerrado,12,1,Cali,Correo
19132,2026-04-24,2026-04-25 19:00:00,426,7,Red,Media,Abierto,24,43,Medellín,Correo
19133,2025-08-24,2025-08-25 13:00:00,188,9,Base de Datos,Media,Resuelto,12,37,Medellín,Teléfono
19134,2025-01-18,2025-01-20 19:00:00,223,18,Telefonía,Baja,Resuelto,8,67,Pereira,Chat
19135,2025-12-03,2025-12-04 09:00:00,340,5,Correo,Alta,Resuelto,24,33,Bucaramanga,Teléfono
19136,2026-06-04,2026-06-06 14:00:00,156,18,Correo,Alta,En Proceso,24,62,Medellín,Portal
19137,2025-09-04,2025-09-04 09:00:00,95,7,Software,Media,Abierto,24,9,Cali,Teams
19138,2024-12-30,2024-12-30 18:00:00,109,20,VPN,Alta,En Proceso,24,18,Barranquilla,Chat
19139,2026-03-18,2026-03-18 06:00:00,111,18,Telefonía,Crítica,Cerrado,48,6,Bucaramanga,Portal
19140,2024-08-29,2024-08-31 11:00:00,138,16,Base de Datos,Baja,En Proceso,4,59,Medellín,Teams
19141,2025-03-23,2025-03-24 08:00:00,444,17,Telefonía,Baja,Cerrado,48,32,Barranquilla,Teams
19142,2026-04-29,2026-04-29 13:00:00,450,12,Equipos,Crítica,Cerrado,24,13,Medellín,Teams
19143,2024-07-09,2024-07-10 19:00:00,314,9,SAP,Media,Cerrado,8,43,Barranquilla,Correo
19144,2024-12-09,2024-12-11 06:00:00,255,13,VPN,Crítica,Abierto,12,54,Pereira,Correo
19145,2024-09-26,2024-09-26 01:00:00,304,2,Software,Crítica,Cerrado,48,1,Cali,Teléfono
19146,2025-11-25,2025-11-27 14:00:00,71,6,Telefonía,Crítica,Abierto,48,62,Cali,Portal
19147,2025-09-26,2025-09-26 18:00:00,424,2,Impresoras,Alta,Cerrado,4,18,Cali,Correo
19148,2026-05-06,2026-05-06 03:00:00,355,4,Impresoras,Crítica,Cerrado,24,3,Barranquilla,Portal
19149,2025-02-18,2025-02-19 04:00:00,408,19,Hardware,Media,Resuelto,8,28,Bogotá,Teléfono
19150,2026-02-04,2026-02-07 00:00:00,345,1,VPN,Crítica,Abierto,8,72,Cali,Portal
19151,2024-07-04,2024-07-06 03:00:00,179,6,Hardware,Media,Abierto,8,51,Bucaramanga,Teams
19152,2024-07-28,2024-07-29 06:00:00,252,8,VPN,Baja,Abierto,48,30,Bogotá,Teams
19153,2026-01-14,2026-01-15 11:00:00,97,9,VPN,Alta,Abierto,4,35,Cali,Portal
19154,2025-12-05,2025-12-05 07:00:00,130,15,VPN,Media,Cerrado,4,7,Medellín,Teléfono
19155,2026-04-19,2026-04-20 15:00:00,25,17,Correo,Media,En Proceso,12,39,Bogotá,Correo
19156,2025-02-19,2025-02-20 23:00:00,55,2,Base de Datos,Baja,Resuelto,12,47,Medellín,Portal
19157,2026-01-26,2026-01-26 04:00:00,5,3,Base de Datos,Crítica,Resuelto,4,4,Cali,Portal
19158,2025-08-31,2025-09-01 04:00:00,141,12,SAP,Media,Cerrado,12,28,Bucaramanga,Teléfono
19159,2026-04-12,2026-04-13 22:00:00,130,19,Software,Media,En Proceso,24,46,Barranquilla,Chat
19160,2025-10-26,2025-10-27 01:00:00,105,5,Telefonía,Baja,Abierto,24,25,Medellín,Teams
19161,2025-06-19,2025-06-19 06:00:00,433,10,Software,Crítica,Abierto,4,6,Cali,Teams
19162,2026-02-19,2026-02-20 06:00:00,497,8,VPN,Baja,Cerrado,8,30,Barranquilla,Correo
19163,2026-02-08,2026-02-08 03:00:00,166,18,Red,Media,En Proceso,48,3,Barranquilla,Correo
19164,2026-03-03,2026-03-05 13:00:00,74,6,Impresoras,Crítica,En Proceso,8,61,Bogotá,Teléfono
19165,2025-11-26,2025-11-28 07:00:00,24,11,Software,Baja,Cerrado,8,55,Barranquilla,Teléfono
19166,2026-05-06,2026-05-08 14:00:00,104,7,Software,Media,Abierto,12,62,Pereira,Teams
19167,2025-06-13,2025-06-16 00:00:00,387,17,Equipos,Baja,En Proceso,8,72,Barranquilla,Correo
19168,2024-12-25,2024-12-28 00:00:00,251,4,Telefonía,Baja,Cerrado,8,72,Pereira,Teams
19169,2024-11-17,2024-11-20 00:00:00,435,19,Accesos,Crítica,Cerrado,12,72,Bucaramanga,Correo
19170,2026-05-22,2026-05-24 08:00:00,61,18,VPN,Media,Resuelto,8,56,Bogotá,Chat
19171,2025-07-31,2025-08-02 07:00:00,265,13,Equipos,Alta,Abierto,8,55,Bogotá,Chat
19172,2025-06-14,2025-06-16 04:00:00,413,6,Base de Datos,Baja,Abierto,48,52,Bogotá,Teléfono
19173,2026-06-05,2026-06-07 22:00:00,250,1,Red,Media,Abierto,24,70,Barranquilla,Correo
19174,2025-02-10,2025-02-10 14:00:00,476,1,Base de Datos,Crítica,Abierto,48,14,Cali,Chat
19175,2025-03-21,2025-03-23 04:00:00,213,4,Equipos,Baja,Resuelto,24,52,Bucaramanga,Correo
19176,2024-10-20,2024-10-20 16:00:00,290,3,Base de Datos,Baja,Resuelto,24,16,Barranquilla,Portal
19177,2025-11-26,2025-11-28 15:00:00,338,20,Office 365,Baja,Abierto,4,63,Pereira,Portal
19178,2026-04-21,2026-04-23 20:00:00,137,14,Red,Media,En Proceso,8,68,Pereira,Correo
19179,2025-07-18,2025-07-18 18:00:00,436,10,Telefonía,Crítica,Resuelto,12,18,Barranquilla,Chat
19180,2025-04-16,2025-04-17 20:00:00,107,2,Impresoras,Alta,Abierto,8,44,Cali,Chat
19181,2025-04-12,2025-04-14 05:00:00,314,13,Red,Alta,Resuelto,24,53,Bogotá,Teams
19182,2025-02-09,2025-02-11 03:00:00,359,4,Telefonía,Baja,Resuelto,24,51,Bucaramanga,Chat
